11579 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 243 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
12315 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 225 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11033 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 225 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
10862 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 223 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11881 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 224 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
10913 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 222 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11856 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 221 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
12033 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 222 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
35703 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 221 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
12492 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 221 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11668 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 220 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11493 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 219 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
12501 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 218 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
12318 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 218 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11162 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 217 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11085 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 217 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
12261 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 217 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
12380 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 216 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
12320 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 216 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11275 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 215 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
11839 CAP 02 P32 100 0.025000 0.013000 PEK 1362095901 0 215 1364774499 0 0 500 50 0 0 0 0 0 300 0 0 
